family,dataset_id,model,selector,folds,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,validation_accuracy_mean,validation_accuracy_std,best_epoch_mean,best_epoch_std,development_feature_selection_seconds_mean,development_feature_selection_seconds_std,final_feature_selection_seconds_mean,final_feature_selection_seconds_std,development_training_seconds_mean,development_training_seconds_std,final_training_seconds_mean,final_training_seconds_std,test_inference_seconds_mean,test_inference_seconds_std
bert,20ng,bert_cnn,ig,5,0.6149165880162233,0.023539474427574227,0.610776647598832,0.032887860671524854,0.6124981962481962,0.025026709629308887,0.6192246216174432,0.066062623312482,9.4,4.827007354458868,0.2582535200053826,0.012263833186108623,0.28485345997614786,0.013350409045537668,296.65969175999055,98.97231496668027,216.30946686000098,107.99227228856128,1.3900897599989548,0.03452622550253844
bert,20ng,bert_cnn,none,5,0.706620743310461,0.053537771309656285,0.6975579319732031,0.056061716788291506,0.7058196248196248,0.05289891134120817,0.7312971951057694,0.04024860865814672,9.6,2.073644135332772,0.014346820011269301,0.002246874261011211,0.01276565999723971,0.0004888804525213009,322.83369324000085,44.892777993444085,239.1139748799964,52.168653189048676,1.4363569800043479,0.01916426592245025
bert,20ng,bert_mean,df,5,0.5202742647246384,0.030098592903294814,0.5106963687324975,0.03022406546536274,0.5151926406926407,0.03347916676275382,0.5356662612893919,0.045363979196092655,9.8,4.207136793592526,0.15031683999113737,0.009873943672430188,0.17613739998778327,0.02377809967655778,302.6488918600022,86.16338029155035,224.4457656999817,96.11197336516562,1.3764355199993588,0.03641274387342206
bert,20ng,bert_mean,dfs,5,0.6341142514603474,0.02094001513899886,0.6258276095556891,0.026692464418500806,0.6334927849927849,0.020108674771014513,0.6207611597442106,0.07007666578229207,7.0,2.9154759474226504,0.200400939991232,0.021161419025425527,0.22393748000031338,0.025737108769879263,148.81838369999315,34.45299040155688,96.40427311999956,40.6714221259158,0.7238996799918823,0.048998577236682536
bert,20ng,bert_mean,ig,5,0.6200483126291355,0.01894650473085298,0.6159432431544963,0.01670043650570552,0.6184909812409812,0.01780107821491449,0.6293371412015479,0.06420350881406593,9.6,3.286335345030997,0.2582535200053826,0.012263833186108623,0.28485345997614786,0.013350409045537668,290.1328764599981,67.19905975652642,212.55594692000886,74.5120739302778,1.3526684399927036,0.05261346319063212
bert,20ng,bert_mean,none,5,0.6926003367089254,0.03723545880156701,0.6889646154732757,0.03150326009406701,0.692826479076479,0.034857372957758787,0.7211412161561713,0.056329392383558795,9.2,3.1937438845342623,0.014346820011269301,0.002246874261011211,0.01276565999723971,0.0004888804525213009,299.3265605600085,63.14281201112931,217.78449074000818,72.57802914415706,1.3708223399939015,0.04556065507593316
classic,20ng,fasttext_cnn,df,5,0.4527321378465934,0.02097390422408113,0.4383765491755438,0.016737733054095472,0.4462215007215007,0.02058154483936975,0.48957036095620343,0.05693863921884458,69.4,29.441467354736243,0.11990933999986737,0.03067300476765827,0.12856503999937557,0.01999890611531028,18.7668685800003,6.545553649215953,15.679785300000367,7.1440043883941895,0.008045340000535361,0.0012917807189473326
classic,20ng,fasttext_cnn,dfs,5,0.6090234931000178,0.03058406111825714,0.6059824535928319,0.031204756489791288,0.6081911976911977,0.03329510951591653,0.5901937654679429,0.06228741336124043,46.0,10.653637876331258,0.15680165999947349,0.011430377849200719,0.17337339999867254,0.019457900017137437,12.164228100001491,1.4941937914585697,8.648440020000999,1.6678236649666018,0.007127359999867622,0.00019965973129792712
classic,20ng,fasttext_cnn,ig,5,0.5505677116547203,0.03191514757930046,0.5415980970676995,0.026517452167569608,0.5463214285714286,0.031057667665444905,0.5526166311809383,0.03788560154620729,55.4,15.274161188098022,0.18339470000137226,0.010617322900602081,0.20084532000037142,0.01772148593272358,15.601299419999851,3.2740397582369467,11.943336699999055,3.4276706906645926,0.007408059999579564,0.0001693634782778134
classic,20ng,fasttext_cnn,none,5,0.5514301966686223,0.014881106063250965,0.5409750683274756,0.012428875695974683,0.5462453102453102,0.012413811060874401,0.550935715442196,0.0383575365303123,68.6,29.610808837314796,0.010352220000640955,0.001538564179208064,0.013446179998572916,0.0027952397274074847,20.410510300000897,6.6436871806226065,16.734528740000677,7.295298273038433,0.007390800000575837,0.0009052929170832801
classic,20ng,fasttext_lstm,df,5,0.18652495982450323,0.044382772154380384,0.17706112498600907,0.04408581217442177,0.18240800865800866,0.042198931522516095,0.21767931857662665,0.027160907866427258,50.2,18.088670487352022,0.11990933999986737,0.03067300476765827,0.12856503999937557,0.01999890611531028,44.605368299999824,10.968142131134075,33.36346554000047,12.047853892223896,0.025772119999601273,0.0030247303470718597
classic,20ng,fasttext_lstm,dfs,5,0.48592964824120605,0.02306910161634077,0.48279614875200466,0.020937687984008087,0.48425937950937953,0.024257935591883887,0.5101259104250131,0.05863988982465466,51.0,25.64176280991617,0.15680165999947349,0.011430377849200719,0.17337339999867254,0.019457900017137437,37.41334549999883,12.310378853121758,28.361163540000415,13.551394227607886,0.025306679998902838,0.004148220024099063
